11745;77.70.153.136;30;Dialog PtP - IRC-SITE39;8316;50;22;
11750;77.70.153.156;30;Dialog PtP - IRC-SITE40;8316;50;22;
11751;77.70.153.160;30;Dialog PtP - IRC-SITE41;8316;50;22;
11752;77.70.153.164;30;Dialog PtP - IRC-SITE42;8316;50;22;
11753;77.70.153.168;30;Dialog PtP - IRC-SITE43;8316;50;22;
11754;77.70.153.172;30;Dialog PtP - IRC-SITE44;8316;50;22;
11755;77.70.153.176;30;Dialog PtP - IRC-SITE45;8316;50;22;
11756;77.70.153.180;30;Dialog PtP - IRC-SITE46;8316;50;22;
11757;77.70.153.184;30;Dialog PtP - IRC-SITE47;8316;50;22;
11758;77.70.153.188;30;Dialog PtP - IRC-SITE48;8316;50;22;
11759;77.70.153.192;30;Dialog PtP - IRC-SITE49;8316;50;22;
11760;77.70.153.196;30;Dialog PtP - IRC-SITE50;8316;50;22;
11766;77.70.153.200;30;Dialog PTP - BAHU-SITE01;8316;50;22;
11811;77.70.206.24;29;Aussaguel - backbone PtP, Dialog, AIR13-Satnet1, vrf IA-LTH2-U;11164;63;22;
11812;77.70.207.72;29;Aussaguel - OneLab backbone PtP to SPARKLE-POC Branch#3, (Direct Internet),vrf UNICEF-NOMEGA;10956;63;22;
11975;77.70.197.112;30;TC-Land041;8566;0;22;
11976;77.70.197.116;30;TC-Land042;8566;0;22;
12018;77.70.162.96;30;DAKAR-SITE01;8480;0;22;
12019;77.70.162.100;30;DAKAR-SITE02;8480;0;22;
12020;77.70.162.104;30;DAKAR-SITE03;8480;0;22;
12021;77.70.162.108;30;DAKAR-SITE04;8480;0;22;
